key,value,sum
89bd90da8b7d26690b07ce1a851fbdcd63582f4e9e14d6c85c6685ea7ecce1cc,8bea8aba010d694b74cf11f686632f2cf52f3bbe44061cc2b4c589f38d183001156e4ce6506d3e5e1d40e14a22e4b726c99c5cfcf08faf88fd8913fd9948f64c7511e9971482369d1ea9efbab7290241d55474faf8328f8d50215050b3733afb366ace61443242437edde78630e68960d590f855ed8069107737d5a8402f210363b37eaace6ec18e9213a9a8b7acf7e418b7330156ce3e59387f0ac0464f977aef54af01f23d2645f6e18e6f94858c74ff97f84a9a5e900bc337251c45fd3ca1bfe87c104806da72b3d8b5e4477269251c349ac70b72370b8c344fdcef84924d9ffdeac1c0,9411090541629946295
ffcbb275bc264f7680529db406dc83217c5a451377207c94cafd6b7dc88eb7b5,0991df7c3d271a149e75c4287a24444532094a000c2681273cf5afcb8aa43ac98b62018dbadd1c7627a3f64bfe97eae19639a84ded68da490527b6a05e5a1c13477165d0c8f0ccba215f375ad8fe8f102a66efe33bdc9e3a784e131890a6512268ebddb4715463f13609a17803ac85b5977e85b62c7828f210b46cb6,12216726448695459303
56b6fabf7dc5c87b7c902ea94ca155d9cd82d46f450c72be11f150dac6a23305,c1de210bbafbc0044908cbc8724f706ac1e8,9179575946685662360
77d70f7280d160f38d10f0203aa2b2d92084d2e72a4d8cbd44206c9fc787d5dc,9da8565cca9df978372b32b11406d736aa7c08c9ef5a59280a4072fd1b4ca89ba32ab3f6ae866f7dc6b391e9fb639488c84a865c5e37252b1b1e55809368d0ff21c26af81541742074216ca0e63a3f88d13cea0dc3664465d50e32eacc6ff2fe06f01fb2708f3beb8629fe647e13f031b622f1f9cd1b0fb63e887de7f1e1c7cd608d3cc802d9d75dd0f3679a4a43a9433569c11d74f3b684f3942c38701f0c3d864fb04bd9c9b90fc273b8b45ff10c3a86cd73fdadddcbffba66dd9e085d63fe7d594ee37816563142b6f7cc870119e739b82df0ecb0e0fe67dc478513f65aee368ea403ce3655d784de79efb94d456f47e7797f40,15724513311324297166
23fb38f9e6ed501bf7fa7227b7917fce3cc1be01e38c5b8400d9c1556e75cca0,22372edf51e84be30f926de0613b409b064a842c675c0dd296bac0d7eb63f699f24787604ad7604b3a27dbfa77ff1c871489,7588868251119218143
cabd7233375141e8b2a86a9952846611ee01375212936b300d57b6cfd72770e4,99cf4a233d5bad367e1244b7848c71e0a683b0d54f5c780b37dccd52d3c9a14f8274b45101c617af6c152db2a69b84f5d3d7e2f86a3ce4c83d0a8683,4447617638000932415
facfcbfb45e063209bd393955d30210b3df63e6c6e7b23381fea4c25fe414104,b9e85c0b5636cebc1cac4d2b272278a702cedcb533a0f7a5fc1d8c29226acf3fe0456cfb330da1692def2923217e84cb393b499a7f147cc57da4b6c4229b91c5580d6fb961,481507737759522588
f3337e82f6094cfee1b71912bc02504b77d9f3cb56e2427dce85862f6e04822e,4760dcf94e42aa8da9865451f2445f7e6229fba2862762c3db85983c12e67f4a7251273c4d175f7a8da23b4fd3b3cda9c1c4ea0d5aec096cf58674764c0f8d25a7883df6a42e1b6530617d622cbde3d960dd335a91841b4e0d1b3d15b2730a1fcb37d153cb8f1a7a8456cb6f62dad1f396f3a609b96008f38141085247f2f5f8d4f2f4cefdabcb63b5862f36bb9de0eb8693d6fc0847,13105621222106351497
6a7555717d8db20b7a991a80148b1820d3e0f5a37d218c5eacdcb93ea5913fe7,eb60ea4c32054b0e16bad5163a3643fc06ccd8c37dc3b9614af6a4f799ed3932f14bafd607698a548025df07d57ad232f1c6f2a298347603737452293466817b20c18f2ec6c384ba34ce12c8412e119ae1e6035266cca6ae755b88b9772f81ed6eec8c256053e9af748fa4fdbec67ecba24ceb222b34d7060f929e7b3b4a1f65456159b4582a8810557ce0b80ea02ee8b70d8f81d7e21a466d3386d2f54a,11602488196308174040
f30013a175ea23bb93faaaf152da20ee0cbb5f8bfce5ea809dfc0b49438dda5d,7914c642f4aa0ecd87b460058accaab9960bef905104e0d2f0b234a7f0291a36,6476113319549973631
0a39e8fd38f178a9c366db61192c6b9683aabd58f2146f4b4bf46519609a79c4,8745d49665a5e40324fc841a6a46187f5a1f41af67266daae1d502812e8e94c8f40eb75b5a75f73948c9fd6223c9b641fee6d757d28c3254478d5a7baba6c7d09e55348c622065aa68f8baa40271230152eeefc9cf22fd008a60f01d10bbe49aee0e266a5df81571737347a7164ea3d94102acc1488d52d33f8c1374b832452c6c1030936b43ca1b1c2e43d93b,10477851136855753523
1a615ee0f8252f0a7abf7c8ec4340ef34d9483fb64bd829934df0b71fa6a0476,076db72a817bc5cffbc2cf96a86d85542d94dace62c115d5a672f05f52845c8f5ac4603a2f3219b69bb6a6beeed3b4ef6b2536b8bd18a685971659f0e9aed3c88879c75307864fe8701511c1fb1fd2dcabca47f39f0a21a724e640534bcce33cfbd3f9bf93eb4b562430b97dfbc1010f1d414fec675f745aafe3adc147e2d5f876bf58a8a696e7caeb7aeec3a8c63799fe0d6704d5d55c8bde5fc64eb46598864acaec75f9204a8cbf766c5f3d11d4e602ae1f4295739dc830c69030513997ef5498cb418c69e9b0de9b93f4c96bfb80d86bd84c788e231c1a76ffc89c258d434031b197,17872305287359999368
cc09eba2dfac74337b5944f13fa4eb20e1cd5b4f40fd4b53fd973b1360d8abb6,454456fe22c42bac300c6b28ee5f2fe30f32b8e9d32a0f0e21fed09dcd99c2b2d426d3a629aa757077bb5956061dafbcf35feeb439994ad8ad0885a15bf452c957195e523963153fbf5fc2eb566cd30d165d694c75198e47483c45270fbb352d91e2544b1cac9ab9ea55369988cce9ed2497c2100c3e752108293236c04bff57ead1cc18edc1c9a093f819e7cd1dd5897608bf90ffbc929f6a9211b89dea3724fe7207c28e289e7e8a42005ce47a6e4dd8be53cecec21d7cd9b66b8ad172983e38bdb0ec250474e867a6d72635e58ae134b502af03777f87a1dd3d0d59c3004d,7018670211828402867
f84d33221e1b25db0c0545d18edb7990cd533ac0e23a0f05f3864d94d44e4a48,d1672516992c5664bb27934fedb5649c59339468df7772a940f8d87e9136efde8d5da581f43d275aa940fc77079ddc9889d7080b19bc01a718a8664c99b83e84bde78a1d55599505e36da9b68cdc672397cafa94704a3ac2bb5df2095d0a4cc38afa8235416ff415bd4a74024778e4cf83c24421687b664f4284aa58bec5aa0df1fa0de47902f47e1c0984aee8eafba70312fb8f7179f063e5d35eb0e244241c8e47712b538d3b4b80e34ea6f870f0534c1ab898293dbccfd5d75d4b975a8943579a0600041a099d23b03b2537656016694439a33c51a7dbaad32b7d9b31b0c5946478cff08e7f5ab659e3115edced8ba833942bd9110284c274,7922904865548748528
194c9680ba2bb3dc5f649f0e55a7315a595e867c4396c5e35d50eb21974e6ac0,7d5d66c75fdb97f1013f88284dda85f1e66f7da4e9929e2831b7a52254ffec818ec99d88e0425925cb305aa98d15ebcdfc48c43605fb9621afc3321cd9343a7f2df4ef6d3a41d42a5f156dc5b62643c3ca4fa80368530c44f65c9f9d5ce4722497742299d165447469f17b1b9ff91c663fdb9266b3869304b9a31098d6ddf7ebc51d8bbf0b0def7e144b5349ca1b697b07dc7eece79188e62d3ca29faf12641eb5940ff51ae5428f0f4c62ba67c16f8750407f4b16c6674e57fbca3e44cec838dd85e675c3af7a71291020296d95d30e1ef4009f6dfd97a8e2481472a35181b7b22340e4d4950b3a2babd7be8474baa8839985d3,11563402024332909311
6eafd10b972c7aea14818a37f9ffc7839cda0b82c49065d99e55fec60b9cae1b,ac5bacfbd157ff51364ca9901ce260bd1bd3c56143d6b34e096e35822984ed5cc6e9a7b1d6da4a2ffad7c1b129ed29cd52d57d826082e8c50a4d56c950fa58060fe6add964652e9fb36e02554e04239fee58cc063c40287cd8b9,12096540814562141162
dabaf486c4b30791119cfd705a2c95bb2e5a59901e9875c307769cf0f07798d7,6a049663c71d3efde74e811f05dd8079b3de6a963ce99fb769c2184aa3d7f511f9e041b8ae3752482750ee680eb65b7096e1f2a379ff2d448936d364db4a70276828061ab7e8e656437c98,9813579166582746326
6534a62f4e55f0777e56688cd1f04514a0ae4057fd712e0c29cf32e2eda5f958,f4a528b4d51e468f83874044fc7b6fc4cfff2055bbcc7d8888d090b0fc300e73656d33ec77d24535c9cc03f18ce2a608785997b8d08c520c66913dfb37fc98e0a2652db18fe9481b4006a9d9bf97c03bf3b53d9e46cbe66a0876b9da,14965496144242771442
3c5f7e17bc5f906e4e68dd44c9f6fbb363bd68705e15c00581fab4667b3739f1,192d906df2242f8f250c4130b0b275e809a67f5f6d163a8610702f716ae6dbb41ece2844fb61826b8ffad44a65867732224ccdac1c9520c14fc581ecd70f06fffbe289e86c7baa0a6eceba328d6792f668a11a92866e1f447576964f52f8cc5d1edee986599cecd1a5ee8546b97817dea8c36f3a7ab4d74dbaf532ed55,11514558747736800709
ce6a8c3c1674fb4d63938a10a9ebc8c63c7625252387406be422afd57fc60033,7181f385a4741be03cb8129c67ead412dc43c76f1a6e083182f95e04f72e380edb1eadaad0b8737d742869c1ef1cb0f16acd8c3ddf4f353405f5fc72015bd8c3aea55fa72eb8023c39f5e1a125231ea90445d3a8450a80d45d5dd0e05da61fdc7c0918c21feab5cbaef26593c4e1b53664d78c23d108b4ce3b615dfd6da9937e351ebb800501bd73bba4409a5be7481e503d9e3f55291ea6a4a1b17663447466a4a296,5006331614840397592
759a107e71610c2ca510f204ef1a294e4c16f2f21b482be2fd7bb10821db8dba,cced435731ccbf5f2f26f90cf4bb099b34fd8eb5b799e5f6a56cef897aef884f3d66046fada37300bf3a409673e875977b9267a8a5847705a6ab70601a6cd0b267c8ad9b9a347d06abf6fc43bd2bfab69e51f4aeb13a6bf3484d78d3376c38c259802e7f6725cb24efe987cd830e25bbb3c7692e533dfef6de373532324f160a5a255ce1da08139ea148ef31c7c0217b4e4b3610649c4d851cbab614bd8eb6fda9df693fe2b4e9dacc5eefc4fb7dcd76a4595f5935a6dab1,8878657795618388540
14ea494a83b7214065a8f7e4710e74ea34e3507ea08f4c66bc5efe4a39f85c3e,1563cb1ddf63773060286b70862849e73fa8f00128c7c4699662a5635e9d6330cd2c073d2f394f9567ee1051489f6b0e65355764550f402e7b53b6edaf7bf2b282ae38a4a5f8dbf173cabe0bb1a11d044e63d1294920f439ecb3e27d38b0fbb905729c066f06f55a4deb632f63ad02b86690adae6b444c7e6d84412e60106625e6464aa7e2043ff1c633f3bd9f6c3ac5ad7968ea839636137601e33bf01c4d714c4c8ff2a3383f6fafb06985ac93a0d8fb5432d9a67c88e57e816879075cb8dd39cd7e1764b418cb0571fe4decc7e4b0ace8cbfa17b604f01b4b40be4b0e8b98b349cfb4abf3f5426789784ec6326bb30861d39047ffffc53ab8731794,7781006225893113695
e8d0b9479cfbef0a5d561e6a52b63c3723dd7067b3c82406d2f3a650a7fbd912,7c29ee41dd1f78a60a6238a779966f49c04edbdee58fe5f1f765b840ef2e3461b296bc8f565b40fdb35347839fc75b08ab86652a9dd263c143a803b14d37592c781c0b297fda44466936fce2f13a8c1e7362559b80ad773aa652e3a8027db69f0302ee50bbab4c31328ff3297d7387f44a325fc0bd832d12c29190446670beaefd7de2b231c8f48664e6584ed6726a34b99356a362de7b77f4f039c9275d38a5b14b9d7a52d280bc1e038d990c9d805694fbfb571de415af848b0c460bc732e620e8c59f553e58dedd1f1f4b3e6a5deabf96f2818ef1f8960bc7512eb968ad78c6f64ddd26b14a1315f0295dc0f24594a2b7654a8da0d6,133095871258943141
afda7cc3ce364c693360de4eceb9bda6bf1535311696b5f4516da88696afd458,baa9c90345d24d7bed78b9a01927ed56515ddaa3ee79efc542143bf16a2edc230b898834735bad2ddc1f492f8dcd67b493b832dc311c63a931c0e886782d3bbc04d8a796f6ef34d323ff64955f17aa68202903e5c901f4a08c2b4a4639d0e454c504510192c57d3b1963c0930ea52eace13a530fb147645ba0159b9c7debf90be776324817220f76f34749bd69817ac255080b20619c75b18e99075039b63b206a2421cb9e8bae87799a8fdd386c4f896141637ed1,4364242853155586566
1d1e1a4f14956a853034bef7ba0168c3ed5eac397aab32a35340490a3e797485,b3d0b413dce9b145bfd99c5f30b725b21afaad4bc8af862981e86ca833a4e202f13588c07fba4302dcc84ac080087fb9e0aced573fc81d14c87739be687d8d372ec407e658182e2425b25cfe30c7c93901dc3fc53fd6c162c1391013cc1fc657b849775721e98e58bdd3,8209066621619118103
24aa1a192462b6095a22661635b623d626303ddd5b8375c677507b919e0493ca,3d75dc3d3d8c6fa7d59c9f91ad66d4571aea7a2ff7ac6f6de6122b1493272a4d871365a97dc3c904ca505d6167661b89a257066eea97302ae514a54d54761631e84b32cab33bb420fc62ebc8362536a07c710cb6bd7ee18f26,12760980772726148675
f0a932d92ccd96d75a3171fc7cc18f0eca6da931b194697dafca06e58adf7c76,87ee5bd6bd97e739d0d71c660d9702c55c0e775348bebd5cbb4aef8d966b23d991f7af40ae375fad6ea72f19b70e5502062b8b60e98bc18dfc8329b80470681df0cec1671ff6f36ee15614aa34290001009c215a6e6f6445c4a655e694e26b98b92fdef1f2c334b99be389a40f875c2934d675d7ca822decd4ee9b1984b226a4c87684bb1d771c4dadd35cc04e1c1b43e313ad95a88f3248b941088691c52076d30efd837b1a84df4deccf8b46b6d2ac42defd0f077daf3647337fd19d2b45c0196f5b7c4d2b4186ba8cbf46177e26ef1ee3632dde9e49ba3b38c85174,1767476154164640981
